ID,Estacion,Actividad,Instruccion actual,Estado,Problema,AE relacionado,Correccion,Implementacion
M3-E2-AE3-4,2,"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",Un accesorio del listado no aparece en el detalle. Decide qué información pedirías antes de darlo por instalado.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M3-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M3-E2-AE3-5,2,"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",Diseña una pauta de tres puntos con evidencia observable para verificar la maqueta documental.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M3-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M3-E2-AE3-6,2,"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",Resume cómo dejarías pendientes las diferencias no resueltas y quién debería recibir el informe.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M3-AE3,"Revisa tu evidencia, identifica un error posible y propone una mejora verificable. Recupera la decisión de la etapa anterior y compárala con el criterio del AE. Una reflexión que nombre evidencia, error o límite, acción de mejora y forma de comprobarla. Terminas cuando la mejora puede ejecutarse y verificarse con una evidencia concreta.",REALIZADA
M3-E3-F01,3,Observación anotada,"Marca uniones, tramos y el cruce sin cota de altura.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE1,Identifica y marca las zonas solicitadas en la imagen. Abre la imagen y comienza por la etiqueta o punto de referencia principal. Los puntos correctos marcados y una nota con el dato observado. Terminas cuando todos los puntos solicitados están marcados y la nota cita un dato visible.,REALIZADA
M3-E3-F02,3,Recorrido espacial interactivo,"Recorre tramo A, cruce B y accesorio C-01. Entra al trazado.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE2,"Recorre la representación espacial y examina los componentes indicados. Gira la vista, acércate al primer componente y abre cada punto. Al menos tres componentes inspeccionados y una conclusión breve. Terminas cuando inspeccionaste los componentes requeridos y relacionaste dos datos.",REALIZADA
M3-E3-F03,3,Secuencia en video,Secuencia de armado: preparar puesto → listar materiales → unir → verificar hermeticidad.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE3,"Identifica un paso del procedimiento y registra el dato técnico que lo sustenta. Mira la secuencia una vez; luego vuelve al momento en que aparece el paso elegido. Un paso seleccionado y un dato visible del video. Terminas cuando registraste un paso y un dato, sin resumir todo el video.",REALIZADA
M3-E3-F04,3,Lectura de oficio,Lee la etiqueta C-01 en planta y en el detalle. ¿Es una pieza o dos?,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE1,"Extrae el dato solicitado y conserva su unidad, etiqueta o revisión. Ubica el campo nombrado antes de copiar el valor. Dato transcrito con su unidad o referencia. Terminas cuando el dato puede rastrearse al recurso y no agregaste información supuesta.",REALIZADA
M3-E3-F05,3,Procedimiento,"Ordena soldadura blanda, verificación visual y prueba de hermeticidad.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE2,Ordena los pasos del procedimiento y verifica su secuencia. Ubica primero la preparación y al final la comprobación. Secuencia completa en el orden técnico esperado. Terminas cuando todos los pasos están ubicados y la verificación queda al cierre.,REALIZADA
M3-E3-F06,3,Cubicación,"A 2,5 m + B 150 cm + C 3,0 m. Reserva 10 % solo si el enunciado la pide.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE3,Calcula el resultado solicitado usando una sola unidad. Convierte primero todas las medidas a la misma unidad y después opera. Cálculo y resultado con unidad. Terminas cuando el valor y la unidad son correctos y el cálculo usa solo los datos entregados.,REALIZADA
M3-E3-F07,3,Variación de contexto,Obra de noche en Punta Arenas. El cobre está frío. ¿Qué cambia en la unión?,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F08,3,Antes / después,Antes: cruce sin cota. Después: consulta de altura registrada.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE2,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F09,3,Trabajo del error,Se soldó sin EPP. Reconstruye el descuido de seguridad (NCh3241).,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE3,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F10,3,Argumentación breve,Explica al maestro por qué un cruce en planta no prueba colisión.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F11,3,Términos pareados de oficio,Une soldadura fuerte–cobre; emballetado–hojalatería.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE2,"Relaciona cada elemento con su función, dato o proceso. Lee todas las opciones antes de formar la primera pareja. Todas las parejas completadas. Terminas cuando no quedan elementos sin relacionar y cada pareja responde al recurso.",REALIZADA
M3-E3-F12,3,Bitácora de turno,"Bitácora de red: uniones hechas, prueba pendiente, consulta abierta.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE3,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F13,3,Consulta acotada al Agente,Una pregunta. El Agente responde con otra pregunta.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M3-E3-F14,3,Integración 3D,"En la maqueta 3D aplica unión, armado e instalación.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M3-AE2,"Integra los tres AE al inspeccionar y explicar el recorrido. Recorre los componentes en orden de preparación, ejecución y verificación. Componentes inspeccionados y conclusión que conecte los tres AE. Terminas cuando la conclusión usa evidencia de los tres AE y declara lo pendiente.",REALIZADA
M3-E3-ENC001,3,"Armado documental tramo A 2,5 m","Armado documental tramo A 2,5 m. Producto pedido: Lista de materiales + uniones + prueba pendiente. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Lista de materiales + uniones + prueba pendiente. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC002,3,Armado documental tramo B 150 cm (cruzar viga),"Armado documental tramo B 150 cm (cruzar viga). Producto pedido: No unir hasta tener cota de altura. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. No unir hasta tener cota de altura. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC003,3,"Armado documental tramo C 3,0 m","Armado documental tramo C 3,0 m. Producto pedido: Cubicación neta de C. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Cubicación neta de C. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC004,3,Armado: preparar puesto → unir → hermeticidad,"Armado: preparar puesto → unir → hermeticidad. Producto pedido: Orden de obra con evidencia de cada paso. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Orden de obra con evidencia de cada paso. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC005,2,Armado: soldadura blanda según normativa (documental),"Armado: soldadura blanda según normativa (documental). Producto pedido: Qué se verifica; qué no se simula (soplete). Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Qué se verifica; qué no se simula (soplete). Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC006,2,Armado: emballetado vs soldadura fuerte,"Armado: emballetado vs soldadura fuerte. Producto pedido: Decisión según material del tramo. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Decisión según material del tramo. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC007,3,Armado extra: red de la sala del M1 (mismo liceo),"Armado extra: red de la sala del M1 (mismo liceo). Producto pedido: Reusa etiquetas UE-01 / UI-01. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Reusa etiquetas UE-01 / UI-01. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC008,2,Cubicación red: A+B+C y reserva 10 %,"Cubicación red: A+B+C y reserva 10 %. Producto pedido: Neta, reserva, total; unidad única. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Neta, reserva, total; unidad única. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC009,2,Cubicación: C-01 en planta y detalle (una pieza),"Cubicación: C-01 en planta y detalle (una pieza). Producto pedido: No duplicar el accesorio. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. No duplicar el accesorio. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC010,2,Cubicación: tramos en m y cm mezclados,"Cubicación: tramos en m y cm mezclados. Producto pedido: Tabla unificada. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Tabla unificada. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC011,3,Interferencia: cruce B sin cota de altura,"Interferencia: cruce B sin cota de altura. Producto pedido: Consulta de altura con ubicación. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Consulta de altura con ubicación. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC012,3,Interferencia: bandeja eléctrica en el eje HVAC,"Interferencia: bandeja eléctrica en el eje HVAC. Producto pedido: No desviar el ducto por cuenta propia. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. No desviar el ducto por cuenta propia. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC013,3,Interferencia: viga vs tramo B,"Interferencia: viga vs tramo B. Producto pedido: Planta no prueba colisión. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Planta no prueba colisión. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC014,3,Interferencia: sprinklers,"Interferencia: sprinklers. Producto pedido: Especialidades y dato que falta. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Especialidades y dato que falta. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC015,3,Interferencia: espacio reservado a otro proyecto,"Interferencia: espacio reservado a otro proyecto. Producto pedido: Consulta de coordinación. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Consulta de coordinación. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC016,3,Interferencia: cielo técnico del mall,"Interferencia: cielo técnico del mall. Producto pedido: Quién cierra primero y con qué evidencia. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Quién cierra primero y con qué evidencia. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC017,2,Hermeticidad: registro de prueba (no soplete),"Hermeticidad: registro de prueba (no soplete). Producto pedido: Acta: tramo, resultado, pendiente. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Acta: tramo, resultado, pendiente. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC018,2,Hermeticidad: qué falta para firmar el tramo B,"Hermeticidad: qué falta para firmar el tramo B. Producto pedido: Cota de altura como prerrequisito. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Cota de altura como prerrequisito. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC019,3,"Hermeticidad: tres tramos, una prueba pendiente","Hermeticidad: tres tramos, una prueba pendiente. Producto pedido: Estado por tramo. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Estado por tramo. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC020,3,Hermeticidad: evidencia fotográfica de unión (simulación),"Hermeticidad: evidencia fotográfica de unión (simulación). Producto pedido: Qué se ve y qué no se afirma. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Qué se ve y qué no se afirma. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC021,2,NCh3241: soldar sin EPP,"NCh3241: soldar sin EPP. Producto pedido: Reconstrucción del descuido. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Reconstrucción del descuido. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC022,2,NCh3241: puesto de trabajo,"NCh3241: puesto de trabajo. Producto pedido: Lista de condiciones antes de unir. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Lista de condiciones antes de unir. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC023,3,"NCh3241: obra de noche, cobre frío","NCh3241: obra de noche, cobre frío. Producto pedido: Qué cambia en la unión (documental). Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Qué cambia en la unión (documental). Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC024,2,Unión: soldadura fuerte · cobre,"Unión: soldadura fuerte · cobre. Producto pedido: Par material–proceso con dato del plano. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Par material–proceso con dato del plano. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC025,2,Unión: soldadura blanda · cuando aplica,"Unión: soldadura blanda · cuando aplica. Producto pedido: Criterio escrito, no receta. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Criterio escrito, no receta. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E2-ENC026,2,Unión: emballetado · hojalatería,"Unión: emballetado · hojalatería. Producto pedido: Par pieza–función. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Par pieza–función. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC027,3,Unión: no mezclar procesos en el mismo tramo sin dato,"Unión: no mezclar procesos en el mismo tramo sin dato. Producto pedido: Qué especificación lo confirma. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Qué especificación lo confirma. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M3-E3-ENC028,3,Bitácora red: uniones hechas,"Bitácora red: uniones hechas. Producto pedido: Vi / hice / pendiente. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M3-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Vi / hice / pendiente. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
