curso,modulo,id_modulo,tipo,numero,criterio,fuente_curricular,afirmacion_respaldada,alcance,fuente_normativa,trazable
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,9,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,10,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,11,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,12,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,13,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,14,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,cases,15,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,1,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,2,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,3,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,4,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,5,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,6,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,7,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,8,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,9,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,10,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,11,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,12,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,13,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,14,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,15,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,16,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,17,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,18,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,19,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,20,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Programa las tareas de acuerdo a la ficha técnica, ciñéndose a las normas establecidas en el Reglamento Sanitario de los Alimentos, y en el formato definido para ello.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,21,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,22,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Selecciona utensilios y equipos, de acuerdo a la naturaleza de la producción a elaborar, aplicando permanentemente normas de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,23,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.1 Construye mapa con secuencias de elaboración y distribución de actividades, considerando los tiempos de preparación de productos que requieren cocciones prolongadas (carnes, helados, bavarois, etc.), aplicando las normas establecidas en el Reglamento Sanitario de los Alimentos RSA.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,24,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Devuelve los utensilios utilizados de acuerdo al protocolo de limpieza, higiene y uso, a los lugares de acopio correspondientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina",Planificación de la producción gastronómica,45,questions,25,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Organiza insumos, de acuerdo a la naturaleza, considerando la producción a elaborar, aplicando durante todo el proceso la normativa de higiene.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,1,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,2,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,3,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,4,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,5,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,6,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,7,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,8,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,9,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,10,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,11,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,12,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,13,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,14,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,cases,15,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,1,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.1 Clasifica distintos tipos de decoraciones que se utilizan en presentaciones de platos, considerando las normas internacionales.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,2,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,3,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,4,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"1.2 Construye secuencias para la decoración y presentación de los productos gastronómicos, considerando los tiempos y tipos de servicios en los cuales se aplicarán.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,5,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"2.2 Monta platos; utilizando tonos tierras y colores brillantes, combinando diversas texturas, diferentes sabores, diferentes métodos de cocción, considerando las normas de higiene, el trabajo en equipo, el manejo de desechos y haciendo uso eficiente de los insumos.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Gastronomía, mención Cocina","Preparación, diseño y montaje de buffet",46,questions,6,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",https://www.curriculumnacional.cl/614/articles-34313_programa.pdf,"3.3 Monta secuencialmente las preparaciones en un buffet, de acuerdo a las características de él, armando bandejas de presentación, cumpliendo con los plazos establecidos, logrando un trabajo en equipo, cumpliendo con los estándares de calidad.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
